show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_number,duration_type,year_added,duration_num,content_length_category,original_vs_licensed,duration_int
s8503,Movie,The Seven Five,Tiller Russell,Unknown,United States,2017-04-14,2014-01-01,R,104 min,Documentaries,"this riveting film examines the case of mike dowd, a corrupt brooklyn cop who became dirtier than the drug dealers he was supposed to be policing.",104.0,min,2017.0,104.0,Medium Movie,Licensed,104.0
s8504,Tv Show,The Seventies,Unknown,Unknown,United States,2018-09-30,2015-01-01,TV-PG,1 season,Docuseries,"this series examines 1970s america, focusing on the major political and historical landmarks of the decade and the cultural response to those events.",1.0,season,2018.0,1.0,Single Season Show,Licensed,1.0
s8505,Movie,The Shaukeens,Abhishek Sharma,"Akshay Kumar, Annu Kapoor, Piyush Mishra, Lisa Haydon, Anupam Kher",India,2018-03-01,2014-01-01,TV-MA,123 min,"Comedies, International Movies, Music & Musicals",three sexually frustrated men in their 60s have the adventure of a lifetime after meeting an intriguing young woman during a holiday in mauritius.,123.0,min,2018.0,123.0,Long Movie,Licensed,123.0
s8506,Movie,The Show,Giancarlo Esposito,"Josh Duhamel, Giancarlo Esposito, Famke Janssen, Sarah Wayne Callies, Caitlin Fitzgerald, Chris Ellis, Lucia Walters, James Franco",United States,2020-06-01,2017-01-01,TV-MA,105 min,Dramas,a disillusioned reality tv host and an idealistic producer are lured by their network into producing a show in which participants kill themselves.,105.0,min,2020.0,105.0,Medium Movie,Licensed,105.0
s8507,Movie,The Sign Of Venus,Dino Risi,"Sophia Loren, Franca Valeri, Vittorio De Sica, Raf Vallone, Virgilio Riento, Tina Pica, Lina Gennari, Eloisa Cianni, Leopoldo Trieste, Maurizio Arena, Franco Fantasia, Peppino De Filippo, Alberto Sordi",Italy,2020-11-13,1955-01-01,TV-14,97 min,"Classic Movies, Comedies, Independent Movies","while suitors swoon over her cousin, a single woman takes initiative in finding herself a partner after receiving a favorable romantic fortune.",97.0,min,2020.0,97.0,Medium Movie,Licensed,97.0
s8508,Movie,The Signal,"William Eubank, Will Eubank","Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet",United States,2018-07-13,2014-01-01,PG-13,97 min,"Sci-Fi & Fantasy, Thrillers","during their drive across the country, college pals nick and jonah – accompanied by nick's girlfriend – run into major trouble in the nevada desert.",97.0,min,2018.0,97.0,Medium Movie,Licensed,97.0
s8509,Movie,The Similars,Isaac Ezban,"Gustavo Sánchez Parra, Cassandra Ciangherotti, Fernando Becerril, Humberto Busto, Carmen Beato, Santiago Torres, María Elena Olivares, Catalina Salas, Luis Alberti, Alberto Estrella, Pablo Guisa Koestinger",Mexico,2017-01-15,2015-01-01,NR,90 min,"Horror Movies, Independent Movies, International Movies","stranded in a transit station one stormy night in 1968, eight strangers begin to fall victim to seizures, only to wake up disturbingly altered.",90.0,min,2017.0,90.0,Medium Movie,Licensed,90.0
s8510,Movie,The Sinking Of Van Der Wijck,Sunil Soraya,"Herjunot Ali, Pevita Pearce, Reza Rahadian, Randy Nidji, Gesya Shandy, Kevin Andrean, Arzetti Bilbina",Indonesia,2018-09-28,2013-01-01,TV-14,163 min,"Dramas, International Movies, Romantic Movies","when a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background.",163.0,min,2018.0,163.0,Long Movie,Licensed,163.0
s8511,Tv Show,The Sniffer,Unknown,"Kirill Käro, Ivan Oganesyan, Mariya Anikanova, Nina Gogaeva, Nikolay Chindyaykin, Anastasiya Makeeva, Sergey Leskov, Stanislav Moskvin, Aleksey Zorin, Taras Gotovtsev",Ukraine,2018-06-01,2017-01-01,TV-MA,3 seasons,"Crime Tv Shows, International Tv Shows, Tv Dramas","an extraordinary sense of smell gives a crime investigator unique insight into solving mysteries, but his gift takes a toll on his personal life.",3.0,season,2018.0,3.0,Multi Season Show,Licensed,3.0
s8512,Movie,The Social Network,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby",United States,2020-04-01,2010-01-01,PG-13,121 min,Dramas,director david fincher's biographical drama chronicles the meteoric rise of facebook ceo mark zuckerberg from harvard sophomore to internet superstar.,121.0,min,2020.0,121.0,Long Movie,Licensed,121.0
s8513,Movie,The Space Between Us,Peter Chelsom,"Gary Oldman, Asa Butterfield, Carla Gugino, Britt Robertson, Bd Wong, Janet Montgomery, Trey Tucker",United States,2019-06-01,2016-01-01,PG-13,120 min,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy","after years of limited contact with earth, an inquisitive teen who lives on mars makes an interplanetary trek to discover his own origins.",120.0,min,2019.0,120.0,Medium Movie,Licensed,120.0
s8514,Movie,The Spectacular Now,James Ponsoldt,"Miles Teller, Shailene Woodley, Brie Larson, Jennifer Jason Leigh, Mary Elizabeth Winstead, Kyle Chandler, Dayo Okeniyi, Bob Odenkirk, Andre Royo, Masam Holden",United States,2018-07-15,2013-01-01,R,95 min,"Dramas, Independent Movies, Romantic Movies","classmates aimee and sutter form an unlikely friendship, and after helping aimee raise her social confidence, sutter begins falling for his creation.",95.0,min,2018.0,95.0,Medium Movie,Licensed,95.0
s8515,Movie,The Spiral,Krzysztof Zanussi,"Jan Nowicki, Maja Komorowska, Zofia Kucówna, Aleksander Bardini, Jan Świderski, Seweryna Broniszówna, Piotr Garlicki, Marian Glinka",Poland,2019-10-01,1978-01-01,TV-MA,84 min,"Dramas, Independent Movies, International Movies","when an unbearable stranger arrives at a winter mountain resort and vanishes overnight, his dark past comes to light.",84.0,min,2019.0,84.0,Medium Movie,Licensed,84.0
s8516,Movie,The Spy Next Door,Brian Levant,"Jackie Chan, Amber Valletta, George Lopez, Billy Ray Cyrus, Magnús Scheving, Madeline Carroll, Will Shadley, Alina Foley, Katherine Boecher, Mia Stallard, Lucas Till",United States,2020-11-01,2010-01-01,PG,94 min,"Action & Adventure, Children & Family Movies, Comedies","while babysitting, an undercover agent is thrust back into the world of top-secret adventure when one his young charges downloads a classified file.",94.0,min,2020.0,94.0,Medium Movie,Licensed,94.0
s8517,Movie,The Spy Who Fell To Earth,Thomas Meadmore,Unknown,United Kingdom,2019-04-05,2019-01-01,TV-MA,94 min,"Documentaries, International Movies","based on dr. ahron bregman's book, this documentary examines the life and mysterious death of ashraf marwan, an egyptian billionaire and israeli spy.",94.0,min,2019.0,94.0,Medium Movie,Original,94.0
s8518,Movie,The Stanford Prison Experiment,Kyle Patrick Alvarez,"Billy Crudup, Michael Angarano, Ezra Miller, Tye Sheridan, Keir Gilchrist, Olivia Thirlby, Nelsan Ellis, Thomas Mann, Moises Arias, Gaius Charles",United States,2017-06-17,2015-01-01,R,122 min,"Dramas, Independent Movies, Thrillers","conducting a study on the psychology of incarceration, a stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail.",122.0,min,2017.0,122.0,Long Movie,Licensed,122.0
s8519,Tv Show,The Story Of God With Morgan Freeman,Unknown,Morgan Freeman,United States,2019-02-01,2017-01-01,TV-14,2 seasons,Docuseries,"host morgan freeman explores religion's role in human history, how our beliefs connect us and possible answers to life's million-dollar questions.",2.0,season,2019.0,2.0,Multi Season Show,Licensed,2.0
s8520,Tv Show,The Story Of Us With Morgan Freeman,Unknown,Morgan Freeman,United States,2019-02-01,2017-01-01,TV-14,1 season,Docuseries,"explore the forces of love, belief, power, war, peace, rebellion and freedom in this series about the ties that bind – and destroy – humanity.",1.0,season,2019.0,1.0,Single Season Show,Licensed,1.0
s8521,Movie,The Student,Steven R. Monroe,"Alicia Leigh Willis, Blake Michael, Trevor St. John, Lindsay Hartley, Eric Nelsen, Wolfgang Bodison",United States,2019-03-15,2017-01-01,TV-14,90 min,Thrillers,"when a law professor fails an ambitious student for academic dishonesty, he goes to terrifying lengths to seek revenge for more than just his grade.",90.0,min,2019.0,90.0,Medium Movie,Licensed,90.0
s8522,Movie,The Sunshine Makers,Cosmo Feilding-Mellen,Unknown,United Kingdom,2017-03-09,2015-01-01,TV-MA,91 min,"Documentaries, International Movies","take a trip and witness the rise and fall of tim scully and nicholas sand, improbable pioneers of the drug counterculture during the 1960s.",91.0,min,2017.0,91.0,Medium Movie,Licensed,91.0
s8523,Movie,The Super,Stephan Rick,"Patrick John Flueger, Val Kilmer, Louisa Krause, Mattea Conforti, Taylor Richardson, Paul Ben-Victor, Yul Vazquez, Andrea Lynn Green, Travaris Spears, Melissa Bolona",United States,2019-02-16,2017-01-01,R,89 min,Horror Movies,"when an ex-cop becomes a superintendent of an apartment building, he suspects the sinister janitor is behind the eerie disappearances of its tenants.",89.0,min,2019.0,89.0,Medium Movie,Licensed,89.0
s8524,Tv Show,The Super Mario Bros. Super Show!,Unknown,"Captain Lou Albano, Danny Wells, Jeannie Elias, John Stocker, Harvey Atkin, Robert Bockstael, Cynthia Preston, Jonathan Potts, Colin Fox","United States, Canada",2016-05-22,1989-01-01,TV-Y7,1 season,Kids' Tv,"mixing live action and animation, this classic series brought the beloved super mario bros. video game characters to television screens everywhere.",1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s8525,Movie,The Surrounding Game,"Will Lockhart, Cole D. Pruitt",Unknown,United States,2018-08-30,2018-01-01,TV-14,98 min,Documentaries,"teens in america dedicate themselves to the asian game of go, which originated in ancient china, drawing meaningful life lessons along the way.",98.0,min,2018.0,98.0,Medium Movie,Original,98.0
s8526,Movie,The Taking Of Pelham 123,Tony Scott,"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj, Robert Vataj, John Turturro, Michael Rispoli, Ramon Rodriguez, James Gandolfini, John Benjamin Hickey, Alex Kaluzhsky, Gbenga Akinnagbe","United States, United Kingdom",2019-09-01,2009-01-01,R,106 min,Action & Adventure,"when a group of hijackers takes passengers aboard a subway train hostage and demand a ransom, it's up to dispatcher walter garber to bring them down.",106.0,min,2019.0,106.0,Medium Movie,Licensed,106.0
s8527,Movie,The Talented Mr. Ripley,Anthony Minghella,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston",United States,2020-01-01,1999-01-01,R,139 min,"Dramas, Thrillers","a charming sociopath maneuvers into the lush life of a young heir. but as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.",139.0,min,2020.0,139.0,Long Movie,Licensed,139.0
s8528,Movie,The Texas Chainsaw Massacre,Tobe Hooper,"Gunnar Hansen, Jim Siedow, Marilyn Burns, Edwin Neal, Paul A. Partain, Teri Mcminn, William Vail, John Dugan, John Henry Faulk, Allen Danziger",United States,2019-10-22,1974-01-01,R,83 min,"Cult Movies, Horror Movies, Independent Movies","when some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and it's a fight to the bloody death between good and evil.",83.0,min,2019.0,83.0,Medium Movie,Licensed,83.0
s8529,Movie,The Thief And The Imbecile,"Mohammed El-Tahawy, Mohamed Mostafa","Khaled El Sawy, Khaled Saleh, Ruby",Egypt,2019-06-06,2013-01-01,TV-14,96 min,"Dramas, International Movies","a street beggar befriends a man who lost his eye in a brawl, unaware that his new acquaintance is plotting to make him his unwitting organ donor.",96.0,min,2019.0,96.0,Medium Movie,Licensed,96.0
s8530,Movie,The Tiger Hunter,Lena Khan,"Danny Pudi, Jon Heder, Rizwan Manji, Karen David, Iqbal Theba, Sam Page, Kevin Pollak, Parvesh Cheena, Michael Mcmillian",United States,2018-04-09,2016-01-01,TV-14,94 min,"Comedies, Dramas, Independent Movies","it's 1979, and engineer sami is excited to leave his indian village for a job in chicago. but he soon runs into problems achieving his american dream.",94.0,min,2018.0,94.0,Medium Movie,Licensed,94.0
s8531,Movie,The Tigers Of Scotland,Leanne Gater,Iain Glen,United Kingdom,2018-11-01,2017-01-01,TV-G,58 min,Documentaries,"this documentary highlights the endangered existence of the scottish wildcats, and the conservation efforts required to prevent their extinction.",58.0,min,2018.0,58.0,Short Movie,Licensed,58.0
s8532,Movie,The Time Machine,Simon Wells,"Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones","United States, United Arab Emirates",2019-11-23,2002-01-01,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy","based on the h.g. wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible.",96.0,min,2019.0,96.0,Medium Movie,Licensed,96.0
s8533,Movie,The Time Traveler'S Wife,Robert Schwentke,"Rachel Mcadams, Eric Bana, Arliss Howard, Ron Livingston, Stephen Tobolowsky, Michelle Nolden, Jane Mclean, Hailey Mccann, Tatum Mccann, Brooklynn Proulx, Alex Ferris",United States,2019-10-01,2009-01-01,PG-13,107 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy","due to a genetic disorder, handsome librarian henry involuntarily zips through time, appearing at various moments in the life of his true love.",107.0,min,2019.0,107.0,Medium Movie,Licensed,107.0
s8534,Tv Show,The Traffickers,Unknown,Nelufar Hedayat,United States,2018-01-22,2016-01-01,TV-MA,1 season,"Crime Tv Shows, Docuseries","in this hard-hitting series, journalist nelufar hedayat travels the globe to expose an array of black markets, from guns and gold to human body parts.",1.0,season,2018.0,1.0,Single Season Show,Licensed,1.0
s8535,Movie,The Tribes Of Palos Verdes,"Brendan Malloy, Emmett Malloy","Jennifer Garner, Maika Monroe, Cody Fern, Justin Kirk, Noah Silver, Elisabeth Röhm, Goran Visnjic, Joely Fisher, Milo Gibson, Alex Neustaedter, Stevie Lynn Jones, Thomas Cocquerel, Alicia Silverstone",United States,2019-12-01,2017-01-01,R,104 min,"Dramas, Independent Movies, Sports Movies","when a move to an exclusive seaside community sends her mother and twin brother into a downward spiral, teenager medina finds solace in surfing.",104.0,min,2019.0,104.0,Medium Movie,Licensed,104.0
s8536,Movie,The Trigger Effect,David Koepp,"Kyle Maclachlan, Elisabeth Shue, Dermot Mulroney, Richard T. Jones, Bill Smitrovich, Michael Rooker, Tori Kristiansen, Tyra Kristiansen",United States,2018-01-01,1996-01-01,R,94 min,Thrillers,"when a power failure throws their suburban town into chaos, matthew and his wife stoop to desperate measures to secure medication for their child.",94.0,min,2018.0,94.0,Medium Movie,Licensed,94.0
s8537,Movie,The Trip To Spain,Michael Winterbottom,"Steve Coogan, Rob Brydon, Marta Barrio, Claire Keelan, Margo Stilley",United Kingdom,2017-12-12,2016-01-01,TV-MA,108 min,Comedies,comedians steve coogan and rob brydon gorge on local delicacies and celebrity impressions as they reunite for a hilarious road trip through spain.,108.0,min,2017.0,108.0,Medium Movie,Licensed,108.0
s8538,Movie,The Trust,"Ben Brewer, Alex Brewer","Nicolas Cage, Elijah Wood, Sky Ferreira, Jerry Lewis, Eric Heister, Alexandria Lee, Ethan Suplee, Kenna James, Steven Williams, Carl Windom Carlito",United States,2019-04-01,2015-01-01,R,91 min,Thrillers,"discovering the location of a vault where a drug ring keeps its riches, two run-of-the-mill las vegas cops hatch a dicey plan to burgle it.",91.0,min,2019.0,91.0,Medium Movie,Licensed,91.0
s8539,Movie,The Truth About Alcohol,David Briggs,Javid Abdelmoneim,United Kingdom,2017-08-01,2016-01-01,TV-14,58 min,"Documentaries, International Movies","emergency room doctor javid abdelmoneim endeavors to learn the truth about alcohol, both its benefits and risks, by exploring the science of drinking.",58.0,min,2017.0,58.0,Short Movie,Licensed,58.0
s8540,Tv Show,The Tudors,Unknown,"Jonathan Rhys Meyers, Henry Cavill, James Frain, Anthony Brophy, Guy Carleton, Sarah Bolger, Natalie Dormer, Max Brown, Nick Dunning, Rod Hallett, Maria Doyle Kennedy, Simon Ward","Ireland, Canada, United States, United Kingdom",2018-01-08,2010-01-01,TV-MA,4 seasons,Tv Dramas,all the splendor and scandal of england's 16th-century royal court comes to life in this series that follows notorious tudor monarch henry viii.,4.0,season,2018.0,4.0,Multi Season Show,Licensed,4.0
s8541,Movie,The Tuxedo,Kevin Donovan,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Ritchie Coster, Peter Stormare, Mia Cottet, Romany Malco, Daniel Kash",United States,2019-11-01,2002-01-01,PG-13,99 min,"Action & Adventure, Comedies","after a government spy is hospitalized, new york city cab driver jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.",99.0,min,2019.0,99.0,Medium Movie,Licensed,99.0
s8542,Tv Show,The Twilight Zone (Original Series),Unknown,Rod Serling,United States,2017-07-01,1963-01-01,TV-14,4 seasons,"Classic & Cult Tv, Tv Sci-Fi & Fantasy","hosted by creator rod serling, this groundbreaking anthology series presents tales of the supernatural that are often tinged with social commentary.",4.0,season,2017.0,4.0,Multi Season Show,Licensed,4.0
s8543,Movie,The Ugly Truth,Robert Luketic,"Katherine Heigl, Gerard Butler, Eric Winter, John Michael Higgins, Bree Turner, Nick Searcy, Kevin Connolly, Cheryl Hines, Bonnie Somerville, Yvette Nicole Brown, Nate Corddry, Noah Matthews",United States,2019-04-25,2009-01-01,R,96 min,"Comedies, Romantic Movies","a chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""the ugly truth.""",96.0,min,2019.0,96.0,Medium Movie,Licensed,96.0
s8544,Movie,The Unborn Child,Poj Arnon,"Somchai Kemglad, Pitchanart Sakakorn, Chinaradi Anupongphichart, Arisara Thongborisut, Peerawit Boonark, Chudapha Chanthakhet, Ganthida Chaang",Thailand,2018-07-30,2011-01-01,TV-MA,93 min,"Horror Movies, International Movies","a couple and their young daughter are haunted by a paranormal, malicious presence – which is soon linked to a temple and a series of abortions.",93.0,min,2018.0,93.0,Medium Movie,Licensed,93.0
s8545,Tv Show,The Underwear,Unknown,"Thanabordee Jaiyen, Emika Grant Emma, Tantimedh Chisanusha, Siribanchawan Jidapa, Supanut Sudjinda",Unknown,2018-06-19,2017-01-01,TV-MA,1 season,"International Tv Shows, Tv Dramas, Teen Tv Shows",virtual and real worlds collide as a group of teenagers who are grappling with matters of the heart cross paths in a cafe and on an anonymous website.,1.0,season,2018.0,1.0,Single Season Show,Licensed,1.0
s8546,Tv Show,The Universe,Unknown,Erik Thompson,United States,2019-09-15,2009-01-01,TV-14,1 season,"Docuseries, Science & Nature Tv","discover the secrets of the universe in this series that pairs animation with insights on distant planets, black holes and other celestial marvels.",1.0,season,2019.0,1.0,Single Season Show,Licensed,1.0
s8547,Movie,The Unknown Girl,"Jean-Pierre Dardenne, Luc Dardenne","Adèle Haenel, Olivier Bonnaud, Jérémie Renier, Louka Minnella, Christelle Cornil, Olivier Gourmet, Fabrizio Rongione, Thomas Doret","Belgium, France",2017-12-12,2016-01-01,TV-MA,106 min,"Dramas, International Movies",a guilt-ridden doctor in a belgian town tries to uncover the identity of a woman who died after being turned away from her office.,106.0,min,2017.0,106.0,Medium Movie,Licensed,106.0
s8548,Movie,The Unknown Known,Errol Morris,"Donald Rumsfeld, Errol Morris",United States,2019-02-22,2013-01-01,PG-13,103 min,Documentaries,"donald rumsfeld reviews his long political career, from his time in congress to serving as secretary of defense under gerald ford and george w. bush.",103.0,min,2019.0,103.0,Medium Movie,Licensed,103.0
s8549,Movie,The Vatican Tapes,Mark Neveldine,"Olivia Taylor Dudley, Michael Peña, Dougray Scott, Djimon Hounsou, Peter Andersson, Kathleen Robertson, John Patrick Amedori, Michael Paré, Alex Sparrow, Cas Anvar",United States,2020-04-20,2015-01-01,PG-13,91 min,"Horror Movies, Thrillers",a young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two vatican exorcists to defeat.,91.0,min,2020.0,91.0,Medium Movie,Licensed,91.0
s8550,Tv Show,The Vietnam War: A Film By Ken Burns And Lynn Novick,"Ken Burns, Lynn Novick",Unknown,United States,2018-06-20,2017-01-01,TV-MA,1 season,Docuseries,"ken burns presents an epic 10-part, 18-hour chronicle of the vietnam war, featuring the soldiers, protesters, politicians and families that lived it.",1.0,season,2018.0,1.0,Single Season Show,Licensed,1.0
s8551,Movie,The Walls Of The Moon,"Ossama Abu El Atta, Tarek Al Eryan","Mona Zaki, Asser Yassin, Amr Saad, Salwa Mohammed",Egypt,2019-04-18,2015-01-01,TV-14,98 min,"Action & Adventure, Dramas, International Movies","after losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life.",98.0,min,2019.0,98.0,Medium Movie,Licensed,98.0
s8552,Tv Show,The War: A Film By Ken Burns And Lynn Novick,Unknown,Keith David,United States,2017-02-22,2007-01-01,TV-14,1 season,Docuseries,"a seven-part series brings world war ii to life through the harrowing personal accounts of soldiers and others from ""typical"" american towns.",1.0,season,2017.0,1.0,Single Season Show,Licensed,1.0
s8553,Movie,The Water Diviner,Russell Crowe,"Russell Crowe, Olga Kurylenko, Yılmaz Erdoğan, Cem Yılmaz, Jai Courtney, Ryan Corr, James Fraser, Ben O'Toole, Steve Bastoni, Salih Kalyon","Australia, United States",2019-10-07,2014-01-01,R,111 min,"Dramas, International Movies","years after the presumed death of his three sons in battle, a grieving farmer journeys to turkey to find them and return them to their homeland.",111.0,min,2019.0,111.0,Medium Movie,Licensed,111.0
s8554,Movie,The Water Horse: Legend Of The Deep,Jay Russell,"Emily Watson, Alex Etel, Ben Chaplin, David Morrissey, Brian Cox, Priyanka Xi, Marshall Napier, Joel Tobeck, Erroll Shand, Craig Hall","New Zealand, United Kingdom, Australia",2018-11-01,2007-01-01,PG,112 min,Children & Family Movies,a boy watches an egg he found hatch into something incredible. but how long can he keep such a big secret from his mom – and the scottish government?,112.0,min,2018.0,112.0,Medium Movie,Licensed,112.0
s8555,Movie,The Waterboy,Frank Coraci,"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed, Lawrence Gilliard Jr., Blake Clark, Peter Dante, Jonathan Loughran, Al Whiting",United States,2017-03-08,1998-01-01,PG-13,90 min,"Comedies, Sports Movies",a water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,90.0,min,2017.0,90.0,Medium Movie,Licensed,90.0
s8556,Movie,The Wedding Curse,Chito S. Roño,"Kris Aquino, Claudine Barretto, Boots Anson-Roa, Glaiza De Castro, Jhong Hilario, Liza Lorena, Bernard Palanca, Wendell Ramos, Maja Salvador, Ronaldo Valdez",Philippines,2019-03-21,2006-01-01,TV-PG,101 min,"Horror Movies, International Movies",two weddings marred by tragedy lead the respective brides to believe that that they've been cursed by an old cultural superstition.,101.0,min,2019.0,101.0,Medium Movie,Licensed,101.0
s8557,Movie,The Wedding Party 2: Destination Dubai,Niyi Akinmolayan,"Enyinna Nwigwe, Daniella Down, Banky Wellington, Adesua Etomi, Somkele Iyamah, Iretiola Doyle, Sola Sobowale, Michael De Pinna, Lynita Crofford, Patience Ozokwor",Nigeria,2019-09-21,2017-01-01,TV-14,98 min,"Comedies, International Movies, Romantic Movies","in this sequel to the 2016 hit ""the wedding party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events.",98.0,min,2019.0,98.0,Medium Movie,Licensed,98.0
s8558,Tv Show,The West Wing,Unknown,"Martin Sheen, Rob Lowe, Allison Janney, John Spencer, Bradley Whitford, Janel Moloney, Richard Schiff, Dulé Hill, Nicole Robinson, Melissa Fitzgerald, Joshua Malina, Stockard Channing, Kim Webster, Kris Murphy, Timothy Davis-Reed",United States,2015-12-25,2005-01-01,TV-14,7 seasons,Tv Dramas,this powerful political epic chronicles the triumphs and travails of white house senior staff under the administration of president josiah bartlet.,7.0,season,2015.0,7.0,Multi Season Show,Licensed,7.0
s8559,Movie,The Witch,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Bathsheba Garnett, Sarah Stephens, Julian Richings, Wahab Chaudhry","United Kingdom, Canada, United States",2018-09-17,2015-01-01,R,92 min,"Horror Movies, Independent Movies","believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval new england forest become increasingly paranoid.",92.0,min,2018.0,92.0,Medium Movie,Licensed,92.0
s8560,Movie,The Witch Files,Kyle Rankin,"Holly Taylor, Alice Ziolkoski, Britt Flatmo, Paget Brewster, Tara Robinson, Adrienne Rose White, Greg Finley, Valerie Mahaffey, Jared Boghosian, William Bornkessel",United States,2019-02-01,2018-01-01,TV-14,88 min,"Horror Movies, Thrillers","a disparate group of teenage girls discovers how to obtain supernatural abilities, but abusing their newfound power has disturbing consequences.",88.0,min,2019.0,88.0,Medium Movie,Licensed,88.0
s8561,Tv Show,The Womanizer,Unknown,"Lan Cheng-Lung, Sonia Sui, James Wen, Bianca Bai, George Chang, Chung Hsin-Ling, Tzu-Chiang Chao, Xiao Xiao Bin",China,2016-09-01,2010-01-01,TV-MA,1 season,"International Tv Shows, Romantic Tv Shows, Tv Comedies",libertine he-jie finds himself torn between the lovely amanda and fiery xiao-qian. but now he faces a new problem: arrogant rival suitor cheng-en.,1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s8562,Movie,The Women Who Kill Lions,Neil Rawles,Unknown,United Kingdom,2017-08-01,2016-01-01,TV-MA,47 min,"Documentaries, International Movies",experience an up-close look at the controversial passion and resulting infamy of big-game hunters rebecca francis and jacine jadresko.,47.0,min,2017.0,47.0,Short Movie,Licensed,47.0
s8563,Movie,The Women'S Balcony,Emil Ben-Shimon,"Evelin Hagoel, Igal Naor, Orna Banay, Einat Sarouf, Avraham Aviv Alush, Itzik Cohen, Yafit Asulin, Sharona Elimelech, Herzl Tobey, Haim Znati",Israel,2017-12-19,2016-01-01,TV-PG,100 min,"Comedies, Dramas, Faith & Spirituality","a conservative rabbi steps in to lead a congregation reeling from an accident, but his controversial plans incite a gender war among the congregation.",100.0,min,2017.0,100.0,Medium Movie,Licensed,100.0
s8564,Movie,The Workshop,Laurent Cantet,"Marina Foïs, Matthieu Lucci, Warda Rammach, Issam Talbi, Florian Beaujean, Mamadou Doumbia, Julien Souve, Mélissa Guilbert, Olivier Thouret, Lény Sellam",France,2018-11-10,2017-01-01,TV-MA,114 min,"Dramas, International Movies","in an old shipyard town in france, sociopolitical tensions beset a writing workshop where the instructor notices a student with a dark side.",114.0,min,2018.0,114.0,Medium Movie,Licensed,114.0
s8565,Movie,The World Is Not Enough,Michael Apted,"Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards, Robbie Coltrane, Judi Dench, Desmond Llewelyn, John Cleese, Maria Grazia Cucinotta","United Kingdom, United States",2019-12-31,1999-01-01,PG-13,128 min,Action & Adventure,"greed, revenge, world domination: it's all in a day's work for james bond, who's on a mission to protect an oil heiress from a notorious terrorist.",128.0,min,2019.0,128.0,Long Movie,Licensed,128.0
s8566,Movie,The World'S Most Wanted Animal,Victoria Bromley,Maria Diekmann,United Kingdom,2019-04-01,2018-01-01,TV-PG,53 min,Documentaries,"a conservationist shares her emotional journey in helping save rare, scaly mammals that have been illegally trafficked and now face extinction.",53.0,min,2019.0,53.0,Short Movie,Licensed,53.0
s8567,Movie,The Wrong Babysitter,George Mendeluk,"Daphne Zuniga, Seann Gallagher, Lisa Marie Caruk, Matt Bellefleur, Ava Hughes, Britt Irvin, Lochlyn Munro",Canada,2019-06-18,2017-01-01,TV-14,89 min,Thrillers,"a widow searches for her missing teenage daughter, not knowing that her seemingly helpful neighbor is hiding a terrible secret.",89.0,min,2019.0,89.0,Medium Movie,Licensed,89.0
s8568,Tv Show,The Year Of Happiness And Love,Unknown,"Amber Kuo, James Wen, Weber Yang, Sonia Sui, Nien-Jen Wu, Kay Huang, Tsai Chen-Nan, Lin Mei-Hsiu",Taiwan,2016-09-01,2009-01-01,TV-PG,1 season,"International Tv Shows, Romantic Tv Shows, Tv Comedies","jiang chen-bo is a loser without prospects for success, until a surprise promotion becomes the catalyst for his entire family's upturn in fortune.",1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
